"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
523,"huay1240","d","stan1288","unknown","new phoneme","voicing in plosives","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
523,"huay1240","e","stan1288","unknown","new phoneme","mid vowels","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
523,"huay1240","f","stan1288","unknown","new phoneme","to be checked","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
523,"huay1240","ɡ","stan1288","unknown","new phoneme","voicing in plosives","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
523,"huay1240","o","stan1288","unknown","new phoneme","mid vowels","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
524,"toba1269","b","unknown","unknown","new phoneme","to be checked","NA","NA","toba1269","Toba","klein1973toba","NA","David Ginebra","NA","NA","NA","guai1249","pila1244","Toba","False","language","vulnerable",-24.40253,-60.4472866667,"tob",NA,NA,0,0,2,"AR BO PY","toba1269","tob","South America"
524,"toba1269","d","unknown","unknown","new phoneme","to be checked","NA","NA","toba1269","Toba","klein1973toba","NA","David Ginebra","NA","NA","NA","guai1249","pila1244","Toba","False","language","vulnerable",-24.40253,-60.4472866667,"tob",NA,NA,0,0,2,"AR BO PY","toba1269","tob","South America"
525,"rapa1244","f","stan1288, tahi1242","yes","new phoneme","no","in Spanish loanwords sometimes adapted as /p/. in Tahitian loanwords sometimes adapted as /h/.","NA","rapa1244","Rapanui","kieviet2017rapanui","NA","Einav Levanon","NA","NA","NA","aust1307","east2449","Rapanui","False","language","definitely endangered",-27.113,-109.342,"rap",NA,NA,0,0,0,"CL","rapa1244","rap","Papunesia"
525,"rapa1244","s","stan1288","yes","new phoneme","no","Spanish /s/, /tʃ/. sometimes as /t/.","NA","rapa1244","Rapanui","kieviet2017rapanui","NA","Einav Levanon","NA","NA","NA","aust1307","east2449","Rapanui","False","language","definitely endangered",-27.113,-109.342,"rap",NA,NA,0,0,0,"CL","rapa1244","rap","Papunesia"
526,"abip1241","d","stan1288","yes","new phoneme","voicing in plosives","NA","NA","abip1241","Abipon","najlis1966abipon","NA","David Ginebra","NA","NA","NA","guai1249","guai1250","Abipon","False","language","extinct",-29,-61,"axb",NA,NA,0,0,0,"AR","abip1241","axb","South America"
526,"abip1241","s","stan1288","yes","new phoneme","to be checked","NA","NA","abip1241","Abipon","najlis1966abipon","NA","David Ginebra","NA","NA","NA","guai1249","guai1250","Abipon","False","language","extinct",-29,-61,"axb",NA,NA,0,0,0,"AR","abip1241","axb","South America"
527,"apal1257","b","macr1272","yes","new phoneme","voicing in plosives","NA","NA","apal1257","Apalí","koehn1986apalai","NA","David Ginebra","NA","NA","NA","cari1283","cari1283","Apalaí","False","language","definitely endangered",1.49792,-54.7457,"apy",NA,NA,0,0,0,"BR","apal1257","apy","South America"
527,"apal1257","f","macr1272","yes","new phoneme","labiodental","NA","NA","apal1257","Apalí","koehn1986apalai","NA","David Ginebra","NA","NA","NA","cari1283","cari1283","Apalaí","False","language","definitely endangered",1.49792,-54.7457,"apy",NA,NA,0,0,0,"BR","apal1257","apy","South America"
528,"apin1244","b","macr1272","yes","phonologization of allophone","no","Together with cases where [b] is adapted to [p]","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
528,"apin1244","d","macr1272","yes","phonologization of allophone","no","Together with cases where [d] is adapted to [t]","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
528,"apin1244","f","macr1272","yes","phonologization of allophone","voiceless fricatives","NA","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
528,"apin1244","h","macr1272","yes","phonologization of allophone","voiceless fricatives","NA","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
528,"apin1244","s","macr1272","yes","phonologization of allophone","voiceless fricatives","It is unclear to me whether this is a borrowed sound. Data from pag 166 inconsistent with data from pag 165","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
528,"apin1244","v","macr1272","no","phonologization of allophone","to be checked","It is unclear to me whether this is a borrowed sound. Data from pag 166 inconsistent with data from pag 115","NA","apin1244","Apinayé","albuquerque2007apinaye","NA","David Ginebra","NA","NA","NA","nucl1710","core1264","Apinayé","False","language","definitely endangered",-6.10774,-47.6315,"apn",NA,NA,0,0,0,"BR","apin1244","apn","South America"
529,"ashe1272","l","stan1288","yes","new phoneme","lateral","It is also adapted to flap.","NA","ashe1272","Ashéninka Perené","mihas2010asheninkaperene","NA","David Ginebra","NA","NA","NA","araw1281","ashe1271","Ashéninka Perené","False","language","vulnerable",-10.9777,-74.9153,"prq",NA,NA,0,0,0,"PE","ashe1272","prq","South America"
530,"swah1253","ai","arab1395","yes","unknown","diphthongs","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","au","arab1395","yes","unknown","diphthongs","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ɑ","arab1395","yes","unknown","to be checked","An allophone of /a/, by gutturals emphatics etc., like in Arabic","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","b","arab1395","yes","new phoneme","to be checked","Rarely, in elite pronunciation. Usually renfered with native implosive","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","d","arab1395","yes","new phoneme","to be checked","Rarely, in elite pronunciation. Usually renfered with native implosive","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ð","arab1395","yes","new phoneme","NA","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ðˠ","arab1395","yes","new phoneme","velarized","In elite pronunciation. Sometimes labializes instead of verlarized.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","d̠ʒ","arab1395","yes","new phoneme","to be checked","Rarely, in elite pronunciation. Usually renfered with native implosive","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ɣ","arab1395","yes","new phoneme","NA","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ħ","arab1395","yes","new phoneme","pharyngeal","In elite pronunciation.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","q","arab1395","yes","new phoneme","uvular","In elite pronunciation.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","sˠ","arab1395","yes","new phoneme","velarized","In elite pronunciation. Sometimes labializes instead of verlarized.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","tˠ","arab1395","yes","new phoneme","velarized","In elite pronunciation. Sometimes labializes instead of verlarized.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","x","arab1395","yes","new phoneme","NA","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","ʕ","arab1395","yes","new phoneme","pharyngeal","In elite pronunciation.","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
530,"swah1253","θ","arab1395","yes","new phoneme","NA","NA","NA","swah1253","Swahili","tucker1946swahili","NA","Elad Eisen","NA","NA","NA","atla1278","momb1256","Swahili","False","language","definitely endangered",-8.25605,37.624,"swh",NA,NA,0,0,13,"BI KE MZ RW SO TZ UG","swah1253","swh","Africa"
533,"arch1244","ʜ","unknown","no","unknown","no","The sound is characterised as “typical for [being found in] borrowings” (p. 223).","NA","arch1244","Archi","kibrik1977archi","NA","Dmitry Nikolaev","NA","NA","NA","nakh1245","lezg1248","Archi","False","language","definitely endangered",42.3239,46.8267,"aqc",NA,NA,0,0,0,"RU","arch1244","aqc","Eurasia"
533,"arch1244","ʡ","unknown","no","unknown","no","The sound is characterised as “typical for [being found in] borrowings” (p. 223).","NA","arch1244","Archi","kibrik1977archi","NA","Dmitry Nikolaev","NA","NA","NA","nakh1245","lezg1248","Archi","False","language","definitely endangered",42.3239,46.8267,"aqc",NA,NA,0,0,0,"RU","arch1244","aqc","Eurasia"
535,"duru1236","h","halb1244","yes","new phoneme","no","NA","NA","duru1236","Parji","burrowbhattacharya1953parji","NA","Dmitry Nikolaev","NA","NA","NA","drav1251","parj1243","Duruwa","False","language","vulnerable",19.0534,82.4881,"pci",NA,NA,0,0,4,"IN","duru1236","pci","Eurasia"
535,"duru1236","s","halb1244","yes","new phoneme","no","NA","NA","duru1236","Parji","burrowbhattacharya1953parji","NA","Dmitry Nikolaev","NA","NA","NA","drav1251","parj1243","Duruwa","False","language","vulnerable",19.0534,82.4881,"pci",NA,NA,0,0,4,"IN","duru1236","pci","Eurasia"
536,"mara1378","æ","stan1293","yes","new phoneme","no","NA","NA","mara1378","Marathi","dhongadewali2009marathi","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","mara1416","Marathi","False","language","safe",17.9344,76.6665,"mar",NA,NA,0,0,5,"IN","mara1378","mar","Eurasia"
536,"mara1378","ɒ","stan1293","yes","new phoneme","no","NA","NA","mara1378","Marathi","dhongadewali2009marathi","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","mara1416","Marathi","False","language","safe",17.9344,76.6665,"mar",NA,NA,0,0,5,"IN","mara1378","mar","Eurasia"
537,"moro1292","p","stan1290","unknown","new phoneme","no","NA","NA","moro1292","Moroccan Arabic","cohen2017moroccanarabic,Harrell1962,Abdel-Massih1973,Harrell1965","ary_SPA1979_phon.pdf","Dmitry Nikolaev","Unlike the SPA doculect with the same phonemes, this one lists the source language (Standard French).","133","NA","afro1255","moro1295","Moroccan Arabic","False","language","safe",32.5,-7.5,"ary",NA,NA,0,0,7,"DZ EH MA","moro1292","ary","Africa"
537,"moro1292","v","stan1290","yes","new phoneme","no","NA","NA","moro1292","Moroccan Arabic","cohen2017moroccanarabic,Harrell1962,Abdel-Massih1973,Harrell1965","ary_SPA1979_phon.pdf","Dmitry Nikolaev","Unlike the SPA doculect with the same phonemes, this one lists the source language (Standard French).","133","NA","afro1255","moro1295","Moroccan Arabic","False","language","safe",32.5,-7.5,"ary",NA,NA,0,0,7,"DZ EH MA","moro1292","ary","Africa"
538,"mait1255","ɪ","hind1269","yes","new phoneme","no","The single word with this sound, the conjunction /kɪ/, is only found in the speech of educated speakers.","NA","mait1255","Maithili","kashyap2014bajjika","NA","Dmitry Nikolaev","The borrowing language (Bajjika) was previously considered a dialect of Maithili and has no glottocode or ISO code of its own.","NA","NA","indo1319","mait1254","Maithilic","False","family","safe",NA,NA,"",NA,NA,0,2,17,"",NA,NA,NA
539,"kana1281","æ","stan1293","yes","new phoneme","no","NA","NA","kana1281","Kanauji","dwivedikar2016kanauji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","west2812","Kanauji","False","language","vulnerable",27.1074,79.2883,"bjj",NA,NA,0,0,3,"IN","kana1281","bjj","Eurasia"
539,"kana1281","f","hind1269","yes","new phoneme","no","NA","NA","kana1281","Kanauji","dwivedikar2016kanauji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","west2812","Kanauji","False","language","vulnerable",27.1074,79.2883,"bjj",NA,NA,0,0,3,"IN","kana1281","bjj","Eurasia"
539,"kana1281","ʃ","hind1269","yes","new phoneme","no","NA","NA","kana1281","Kanauji","dwivedikar2016kanauji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","west2812","Kanauji","False","language","vulnerable",27.1074,79.2883,"bjj",NA,NA,0,0,3,"IN","kana1281","bjj","Eurasia"
539,"kana1281","v","hind1269","yes","new phoneme","no","NA","NA","kana1281","Kanauji","dwivedikar2016kanauji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","west2812","Kanauji","False","language","vulnerable",27.1074,79.2883,"bjj",NA,NA,0,0,3,"IN","kana1281","bjj","Eurasia"
539,"kana1281","z","hind1269","yes","new phoneme","no","NA","NA","kana1281","Kanauji","dwivedikar2016kanauji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","west2812","Kanauji","False","language","vulnerable",27.1074,79.2883,"bjj",NA,NA,0,0,3,"IN","kana1281","bjj","Eurasia"
540,"puma1239","ɖ","nepa1254","no","unknown","no","NA","NA","puma1239","Puma","sharma2013puma","NA","Dmitry Nikolaev","NA","NA","NA","sino1245","sout2736","Puma","False","language","definitely endangered",27.0774,86.838,"pum",NA,NA,0,0,0,"NP","puma1239","pum","Eurasia"
540,"puma1239","ɖʰ","nepa1254","no","unknown","no","NA","NA","puma1239","Puma","sharma2013puma","NA","Dmitry Nikolaev","NA","NA","NA","sino1245","sout2736","Puma","False","language","definitely endangered",27.0774,86.838,"pum",NA,NA,0,0,0,"NP","puma1239","pum","Eurasia"
540,"puma1239","ʈ","nepa1254","no","unknown","no","NA","NA","puma1239","Puma","sharma2013puma","NA","Dmitry Nikolaev","NA","NA","NA","sino1245","sout2736","Puma","False","language","definitely endangered",27.0774,86.838,"pum",NA,NA,0,0,0,"NP","puma1239","pum","Eurasia"
540,"puma1239","ʈʰ","nepa1254","no","unknown","no","NA","NA","puma1239","Puma","sharma2013puma","NA","Dmitry Nikolaev","NA","NA","NA","sino1245","sout2736","Puma","False","language","definitely endangered",27.0774,86.838,"pum",NA,NA,0,0,0,"NP","puma1239","pum","Eurasia"
