"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
268,"chuv1255","o̞","unknown","yes","to be checked","to be checked","(loan)","NA","chuv1255","Chuvash","Kruger1961,Andreev1966","chv_SPA1979_phon.pdf","Steven Moran","NA","189","NA","turk1311","bolg1249","Chuvash","False","language","vulnerable",55.487,47.163,"chv",NA,NA,0,0,2,"EE KZ RU","chuv1255","chv","Eurasia"
268,"chuv1255","ʒ","unknown","yes","to be checked","to be checked","(loan)","NA","chuv1255","Chuvash","Kruger1961,Andreev1966","chv_SPA1979_phon.pdf","Steven Moran","NA","189","NA","turk1311","bolg1249","Chuvash","False","language","vulnerable",55.487,47.163,"chv",NA,NA,0,0,2,"EE KZ RU","chuv1255","chv","Eurasia"
269,"ewee1241","pʰ","unknown","unknown","to be checked","to be checked","(loan,limited)","NA","ewee1241","Ewe","Stahlke1970,Berry1951,Ansre1961,Ladefoged1964","ewe_SPA1979_phon.pdf","Steven Moran","NA","142","NA","atla1278","west2802","Ewe","False","language","safe",6.46061,0.814975,"ewe",NA,NA,0,0,14,"GH TG","ewee1241","ewe","Africa"
270,"finn1318","d","unknown","unknown","to be checked","to be checked","(loan,surface)","NA","finn1318","Finnish","Lehtinen1964,Harms1964,Austerlitz1967,Hammarberg1974,Kiparsky1968,Harms1966","fin_SPA1979_phon.pdf","Steven Moran","NA","180","NA","ural1272","nucl1717","Finnish","False","language","safe",64.7628,25.5577,"fin",NA,NA,0,0,7,"EE FI NO RU SE","finn1318","fin","Eurasia"
271,"nucl1643","p","unknown","unknown","to be checked","to be checked","(allo,limited,loan)","NA","nucl1643","Japanese","Bloch1950,Martin1952,Jorden1963","jpn_SPA1979_phon.pdf","Steven Moran","NA","197","NA","japo1237","japa1258","Japanese","False","language","safe",35,135,"jpn",NA,NA,0,0,125,"JP","nucl1643","jpn","Eurasia"
272,"halh1238","kʰ","unknown","yes","to be checked","to be checked","(loan)","NA","halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran","NA","191","NA","mong1329","mong1331","Halh Mongolian","False","language","definitely endangered",48.324,106.289,"khk",NA,NA,0,0,5,"MN RU","halh1238","khk","Eurasia"
272,"halh1238","l̥","unknown","unknown","to be checked","to be checked","(allo,loan)","NA","halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran","NA","191","NA","mong1329","mong1331","Halh Mongolian","False","language","definitely endangered",48.324,106.289,"khk",NA,NA,0,0,5,"MN RU","halh1238","khk","Eurasia"
272,"halh1238","ɸ","unknown","unknown","to be checked","to be checked","(allo,loan)","NA","halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran","NA","191","NA","mong1329","mong1331","Halh Mongolian","False","language","definitely endangered",48.324,106.289,"khk",NA,NA,0,0,5,"MN RU","halh1238","khk","Eurasia"
272,"halh1238","β","unknown","unknown","to be checked","to be checked","(allo,loan)","NA","halh1238","Halh Mongolian","Hangin1968,Luvsanvandan1964,Street1963","khk_SPA1979_phon.pdf","Steven Moran","NA","191","NA","mong1329","mong1331","Halh Mongolian","False","language","definitely endangered",48.324,106.289,"khk",NA,NA,0,0,5,"MN RU","halh1238","khk","Eurasia"
273,"hind1269","ɑ","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","f","fars1254","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","fː","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","ɪ̈","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","q","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","qː","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","ɽ̃","unknown","unknown","to be checked","to be checked","(allo,loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","ʁ","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","ʂ","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
273,"hind1269","ʃː","unknown","yes","to be checked","to be checked","(loan)","NA","hind1269","Hindi","Kelkar1968,VermeerSharma1966,Pinnow1953,Srivastava1969","hin_SPA1979_phon.pdf","Steven Moran","NA","176","NA","indo1319","hind1270","Hindi","False","language","safe",25,77,"hin",NA,NA,0,0,4,"BD BT IN NP","hind1269","hin","Eurasia"
