"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
113,"kipu1237","ɡ","stan1306","no","other distributional change","no","appears in few native words",NA,"kipu1237","Kiput","blust2003short",NA,"Einav Levanon",NA,NA,NA
113,"kipu1237","ɪ","saba1263","yes","new phoneme","lax vowels","Source language: Brunei Malay",NA,"kipu1237","Kiput","blust2003short",NA,"Einav Levanon",NA,NA,NA
113,"kipu1237","ʊ","saba1263","yes","new phoneme","lax vowels","Source language: Brunei Malay",NA,"kipu1237","Kiput","blust2003short",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","d̠ʒ","stan1293","yes","new phoneme","affricate","Bradshaw gives only names as examples",NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","h","doro1266","yes","new phoneme","glottal",NA,NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","kʷ","stan1293","yes","new phoneme","labialized","/w/ is also a marginal loan phoneme",NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","l","hiri1237","yes","new phoneme","no",NA,NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","pʰ","stan1293","yes","new phoneme","no","aspiration is not phonemic, all plosives are aspirated",NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","t̠ʃ","stan1293","yes","new phoneme","affricate",NA,NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","w","unknown","no","other distributional change","no","marginal, /u/+V sequences appear in native phonology",NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","z","stan1293","yes","new phoneme","no",NA,NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
114,"koki1244","ʔ","doro1266","yes","new phoneme","glottal",NA,NA,"koki1244","Koki","bradshaw2012koki",NA,"Einav Levanon",NA,NA,NA
115,"kome1238","b","indo1316, arab1395, stan1293","no","other distributional change","no","appears word finally only in loanwords",NA,"kome1238","Komering","abdurrahman1979komering",NA,"Einav Levanon",NA,NA,NA
115,"kome1238","d","indo1316, arab1395, stan1293","no","other distributional change","no","appears word finally only in loanwords",NA,"kome1238","Komering","abdurrahman1979komering",NA,"Einav Levanon",NA,NA,NA
115,"kome1238","z","indo1316, arab1395","yes","new phoneme","no","somtimes replaced by native /dʒ/.",NA,"kome1238","Komering","abdurrahman1979komering",NA,"Einav Levanon",NA,NA,NA
116,"komi1269","f","russ1263","yes","unknown","unknown",NA,NA,"komi1269","Komi-Permyak","majshev1940komi_permjak",NA,"Dmitry Nikolaev",NA,NA,NA
116,"komi1269","rʲ","russ1263","yes","unknown","unknown","Appears only in loans from Russian. However, the sources do not include it in phoneme charts.",NA,"komi1269","Komi-Permyak","majshev1940komi_permjak",NA,"Dmitry Nikolaev",NA,NA,NA
116,"komi1269","ts","russ1263","yes","unknown","unknown",NA,NA,"komi1269","Komi-Permyak","majshev1940komi_permjak",NA,"Dmitry Nikolaev",NA,NA,NA
116,"komi1269","x","russ1263","yes","unknown","unknown",NA,NA,"komi1269","Komi-Permyak","majshev1940komi_permjak",NA,"Dmitry Nikolaev",NA,NA,NA
117,"komi1277","f","russ1263","yes","unknown","unknown",NA,NA,"komi1277","Komi-Yazva","lytkin1961komi_yazva",NA,"Dmitry Nikolaev",NA,NA,NA
117,"komi1277","rʲ","russ1263","yes","unknown","unknown","Appears only in loans from Russian. However, the sources do not include it in phoneme charts.",NA,"komi1277","Komi-Yazva","lytkin1961komi_yazva",NA,"Dmitry Nikolaev",NA,NA,NA
117,"komi1277","ts","russ1263","yes","unknown","unknown",NA,NA,"komi1277","Komi-Yazva","lytkin1961komi_yazva",NA,"Dmitry Nikolaev",NA,NA,NA
118,"komi1268","f","russ1263","yes","unknown","unknown",NA,NA,"komi1268","Komi-Zyrian","lytkin1955komi",NA,"Dmitry Nikolaev",NA,NA,NA
118,"komi1268","rʲ","russ1263","yes","unknown","unknown","Appears only in loans from Russian. However, the sources do not include it in phoneme charts.",NA,"komi1268","Komi-Zyrian","lytkin1955komi",NA,"Dmitry Nikolaev",NA,NA,NA
118,"komi1268","ts","russ1263","yes","unknown","unknown",NA,NA,"komi1268","Komi-Zyrian","lytkin1955komi",NA,"Dmitry Nikolaev",NA,NA,NA
118,"komi1268","x","russ1263","yes","unknown","unknown",NA,NA,"komi1268","Komi-Zyrian","lytkin1955komi",NA,"Dmitry Nikolaev",NA,NA,NA
119,"kona1242","d̠ʒ","tokp1240","yes","new phoneme","affricate","appears only in names taken from Tok Pisin",NA,"kona1242","Konai","aarsjo2016konai",NA,"Einav Levanon",NA,NA,NA
119,"kona1242","ɾ","tokp1240","no","phonologization of allophone","no","allophone of /ɭ/, appears as a separate phoneme only in names taken from Tok Pisin",NA,"kona1242","Konai","aarsjo2016konai",NA,"Einav Levanon",NA,NA,NA
119,"kona1242","v","tokp1240","yes","new phoneme","labiodental","appears only in names taken from Tok Pisin",NA,"kona1242","Konai","aarsjo2016konai",NA,"Einav Levanon",NA,NA,NA
120,"kora1295","ə","stan1293","yes","new phoneme","no","uncommon, most loans are adapted to native phonology.",NA,"kora1295","Korafe","farr1974korafe",NA,"Einav Levanon",NA,NA,NA
120,"kora1295","ʃ","stan1293","yes","new phoneme","postalveolar","uncommon, most loans are adapted to native phonology.",NA,"kora1295","Korafe","farr1974korafe",NA,"Einav Levanon",NA,NA,NA
120,"kora1295","t̠ʃ","stan1293","yes","new phoneme","postalveolar","uncommon, most loans are adapted to native phonology.",NA,"kora1295","Korafe","farr1974korafe",NA,"Einav Levanon",NA,NA,NA
120,"kora1295","z","stan1293","yes","new phoneme","no","uncommon, most loans are adapted to native phonology.",NA,"kora1295","Korafe","farr1974korafe",NA,"Einav Levanon",NA,NA,NA
122,"koys1241","ʒ","unknown","yes","to be checked","to be checked",NA,NA,"koys1241","Koy Sanjaq Neo-Aramaic","mutzafi2004koysanjaq",NA,"KurdistanDB",NA,NA,NA
123,"koyr1240","õ","stan1290, bamb1269","no","other distributional change","no",NA,NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","p","stan1290","yes","new phoneme","no","most stems containing p are loanwords from French or other languages, e.g., piisi 'bundle (of women's garments)' (<Fr. puce).",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","ʃ","stan1290, arab1395","yes","phonologization of allophone","no","the distinction between s and S is clearer in KCh than in KS, where s often",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","x","arab1395","yes","new phoneme","no","confined to a few Arabic loanwords like alxabar 'news'",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","z","arab1395, stan1290","yes","new phoneme","no","occur in Arabic and French loans, z being the preferred pronunciation: zerbwa 'jerboa (rodent)' (<Ar. with Fr. overlay),",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","ʒ","arab1395, stan1290","yes","new phoneme","no","occur in Arabic and French loans, z being the preferred pronunciation: zerbwa 'jerboa (rodent)' (<Ar. with Fr. overlay),",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
123,"koyr1240","ʔ","arab1395","yes","new phoneme","no","this sound is fairly common in Arabic, and certain Songhays who know some Arabic retain the sound in borrowings: daa'iman 'never'.",NA,"koyr1240","Koyra Chiini Songhay","heath1999koyrachiini",NA,"Eitan Grossman",NA,NA,NA
125,"culi1244","r","braz1246","no","other distributional change","no","exists in Kulina but barred from being word initial; with loans - word initial",NA,"culi1244","Culina","dienst2014kulina",NA,"Rammie Cahlon",NA,NA,NA
125,"culi1244","s","braz1246","mostly","other distributional change","no","Other indigenous languages as source languages too. Appears also in onomatopoeias.",NA,"culi1244","Culina","dienst2014kulina",NA,"Rammie Cahlon",NA,NA,NA
126,"kuru1302","ɳ","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"kuru1302","Kurukh","Pinnow1964,Pfeiffer1972,Grignard1924","kru_SPA1979_phon.pdf","Steven Moran",NA,7,NA
126,"kuru1302","ŋ","unknown","unknown","to be checked","to be checked","(loan,allo) spaAllophoneDescription: [n-retroflex]",NA,"kuru1302","Kurukh","Pinnow1964,Pfeiffer1972,Grignard1924","kru_SPA1979_phon.pdf","Steven Moran",NA,7,NA
127,"kute1249","l","stan1293","yes","new phoneme","unknown","Many English-origin sounds are found in speech, but were not treated as borrowed sounds",NA,"kute1249","Kutenai","morgan1991kutenai",NA,"Eitan Grossman",NA,NA,NA
128,"lahu1253","w","unknown","yes","to be checked","to be checked","(loan)",NA,"lahu1253","Lahu","Matisoff1973","lhu_SPA1979_phon.pdf","Steven Moran",NA,23,NA
129,"lavu1241","d","piji1239","no","other distributional change","voicing","is fairly small; many are clear borrowings, such as seytaan 'devil' from Arabic and",NA,"lavu1241","Lavukaleve","terrill2011lavukaleve",NA,"Eitan Grossman",NA,NA,NA
129,"lavu1241","p","piji1239","no","other distributional change","voicing","very uncommon. appears in 14 words, 6 of them are obvious loans. no minimal pairs with /b/. vocing seems to be marginal in Lavukavele",NA,"lavu1241","Lavukaleve","terrill2011lavukaleve",NA,"Eitan Grossman",NA,NA,NA
130,"lith1251","f","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","fʲ","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","ɣ","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","ɣʲ","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","ɔ","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","x","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
130,"lith1251","xʲ","unknown","yes","other distributional change","unknown",NA,NA,"lith1251","Lithuanian","balode2001lithuanian",NA,"Dmitry Nikolaev",NA,NA,NA
131,"logb1245","p","stan1293, ewee1241","no","new phoneme","no","phoneme appears also in ideophones",NA,"logb1245","Logba","dorvlo2008logba",NA,"NA",NA,NA,NA
132,"louu1245","b","tokp1240","yes","new phoneme","voicing","allophone of /p/ between vowels in native phonology",NA,"louu1245","Lou","blust1998lou",NA,"Einav Levanon",NA,NA,NA
132,"louu1245","ɡ","tokp1240","yes","new phoneme","voicing","allophone of /k/ between vowels in native phonology",NA,"louu1245","Lou","blust1998lou",NA,"Einav Levanon",NA,NA,NA
133,"luok1236","ʃ","unknown","yes","to be checked","to be checked","(loan)",NA,"luok1236","Luo (Kenya and Tanzania)","Gregersen1961","luo_SPA1979_phon.pdf","Steven Moran",NA,153,NA
134,"nucl1460","f","arab1395, stan1293","yes","new phoneme","labiodental",NA,NA,"nucl1460","Madurese","davies2010madurese",NA,"Einav Levanon",NA,NA,NA
134,"nucl1460","h","arab1395, indo1316, stan1293","yes","new phoneme","no",NA,NA,"nucl1460","Madurese","davies2010madurese",NA,"Einav Levanon",NA,NA,NA
134,"nucl1460","j","unknown","no","other distributional change","no","phonemic only word finally in native phonology, appears also in epenthesis",NA,"nucl1460","Madurese","davies2010madurese",NA,"Einav Levanon",NA,NA,NA
134,"nucl1460","w","unknown","no","other distributional change","no","phonemic only in loan words, appears in epenthesis",NA,"nucl1460","Madurese","davies2010madurese",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","ʎ","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","ɲ","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","p","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","r","macr1272, tetu1245","unknown","new phoneme","trill",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","ʃ","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","v","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","z","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
135,"maka1317","ʒ","macr1272, tetu1245","unknown","new phoneme","no",NA,NA,"maka1317","Makasai","correia2011makasae",NA,"Einav Levanon",NA,NA,NA
136,"makl1245","b","tetu1245, indo1316, macr1272","no","new phoneme","to be checked","phoneme /b/ appears in place names, which is the only case of voicing distinction in Makalero native phonology.",NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","d̠ʒ","indo1316","yes","new phoneme","to be checked","phoneme has allophone /dz/",NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","ɡ","tetu1245, indo1316, macr1272","yes","new phoneme","to be checked",NA,NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","ŋ","indo1316","yes","new phoneme","no","commonly realized as /n/",NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","t̠ʃ","indo1316","yes","new phoneme","to be checked","phoneme has an allphone /ts/",NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","v","macr1272","no","phonologization of allophone","no","commonly realized as /b/. in native phonology [v] and [β] are allophones of /u/",NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
136,"makl1245","z","macr1272","yes","new phoneme","voicing",NA,NA,"makl1245","Maklere","huber2011makalero",NA,"NA",NA,NA,NA
137,"mamm1241","b","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced. appears in one native word",NA,"mamm1241","Mam","england1983mam",NA,"NA",NA,NA,NA
137,"mamm1241","d","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced",NA,"mamm1241","Mam","england1983mam",NA,"NA",NA,NA,NA
137,"mamm1241","ɡ","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced",NA,"mamm1241","Mam","england1983mam",NA,"NA",NA,NA,NA
137,"mamm1241","ɾ","stan1288","mostly","new phoneme","tap","has an allophone /r/",NA,"mamm1241","Mam","england1983mam",NA,"NA",NA,NA,NA
138,"mamb1294","d̠ʒ","unknown","yes","to be checked","to be checked",NA,NA,"mamb1294","Mambai","anonby2011mambay",NA,"Elad Eisen",NA,NA,NA
138,"mamb1294","mb","unknown","yes","to be checked","to be checked",NA,NA,"mamb1294","Mambai","anonby2011mambay",NA,"Elad Eisen",NA,NA,NA
138,"mamb1294","nd","unknown","yes","to be checked","to be checked",NA,NA,"mamb1294","Mambai","anonby2011mambay",NA,"Elad Eisen",NA,NA,NA
138,"mamb1294","ŋɡ","unknown","yes","to be checked","to be checked",NA,NA,"mamb1294","Mambai","anonby2011mambay",NA,"Elad Eisen",NA,NA,NA
139,"mana1298","e","tokp1240","yes","new phoneme","no",NA,NA,"mana1298","Manambu","aikhenvald2010manambu",NA,"NA",NA,NA,NA
139,"mana1298","o","tokp1240","yes","new phoneme","no",NA,NA,"mana1298","Manambu","aikhenvald2010manambu",NA,"NA",NA,NA,NA
140,"payn1244","o","tokp1240","yes","new phoneme","no","mid front vowel /e/ is rare",NA,"payn1244","Manat","daniels2015sogeram",NA,"Einav Levanon",NA,NA,NA
141,"nucl1706","d̠ʒ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian",NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
141,"nucl1706","ðˤ","arab1395","yes","new phoneme","no",NA,NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
141,"nucl1706","ħ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian",NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
141,"nucl1706","t̠ʃ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian",NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
141,"nucl1706","zˤ","arab1395","yes","new phoneme","no",NA,NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
141,"nucl1706","ʕ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian",NA,"nucl1706","Mandaic","haeberl2015neomandaic",NA,"KurdistanDB",NA,NA,NA
142,"mang1381","ʎ","yang1288","yes","new phoneme","no","phoneme appears only in loans from other australian languages, English loans are adapted to native phonological system",NA,"mang1381","Mangarrayi","merlan1989mangarayi",NA,"NA",NA,NA,NA
143,"mapu1245","ʃ","stan1288","yes","new phoneme","no",NA,NA,"mapu1245","Mapudungun","adelaar2004andes",NA,"Eitan Grossman",NA,NA,NA
144,"marg1265","ɛ","unknown","unknown","to be checked","to be checked","(loan,surface)",NA,"marg1265","Marghi Central","Hoffmann1963","mrt_SPA1979_phon.pdf","Steven Moran",NA,126,NA
144,"marg1265","ɔ","unknown","unknown","to be checked","to be checked","(loan,surface,allo)",NA,"marg1265","Marghi Central","Hoffmann1963","mrt_SPA1979_phon.pdf","Steven Moran",NA,126,NA
145,"mauw1238","ŋ","mala1494","no","new phoneme","no","used also in personal names",NA,"mauw1238","Mauwake","berghall2015mauwake",NA,"Einav Levanon",NA,NA,NA
146,"maib1239","d̠ʒ","stan1306","yes","new phoneme","affricate","uncommon, seems to appear due to switcing. Source language: Papuan Malay?",NA,"maib1239","Maybrat-Karon","dol2007maybrat",NA,"Einav Levanon",NA,NA,NA
146,"maib1239","t̠ʃ","stan1306","yes","new phoneme","affricate","uncommon, seems to appear due to switcing. Source language: Papuan Malay?",NA,"maib1239","Maybrat-Karon","dol2007maybrat",NA,"Einav Levanon",NA,NA,NA
147,"mehe1243","p","tokp1240","yes","new phoneme","no","appears also in several plant and animal names, may be onomatopeic. no minimal pairs were found.",NA,"mehe1243","Mehek","hatfield2016mehek",NA,"Einav Levanon",NA,NA,NA
148,"mezq1235","l","unknown","yes","to be checked","to be checked","(loan)",NA,"mezq1235","Mezquital Otomi","BlightEunice1976","ote_SPA1979_phon.pdf","Steven Moran",NA,97,NA
148,"mezq1235","t̠ʃ","unknown","yes","to be checked","to be checked","(loan)",NA,"mezq1235","Mezquital Otomi","BlightEunice1976","ote_SPA1979_phon.pdf","Steven Moran",NA,97,NA
149,"mian1256","l","tokp1240","no","phonologization of allophone","no","appears word innitially in Tok Pisin loans, in native phonoly has an allophone [d]",NA,"mian1256","Mian","fedden2007mian",NA,"Einav Levanon",NA,NA,NA
150,"miga1241","d̠ʒ","tokp1240","yes","new phoneme","no",NA,NA,"miga1241","Migabac","migabac2005mcevoy",NA,"Einav Levanon",NA,NA,NA
150,"miga1241","r","tokp1240","yes","phonologization of allophone","trill","allophone of /l/ in native phonology (northern dialect)",NA,"miga1241","Migabac","migabac2005mcevoy",NA,"Einav Levanon",NA,NA,NA
151,"mlah1239","d̠ʒ","unknown","yes","to be checked","to be checked",NA,NA,"mlah1239","Mlahsö","jastrow2011turoyomlahso",NA,"KurdistanDB",NA,NA,NA
151,"mlah1239","dˤ","unknown","yes","to be checked","to be checked",NA,NA,"mlah1239","Mlahsö","jastrow2011turoyomlahso",NA,"KurdistanDB",NA,NA,NA
151,"mlah1239","ðˤ","unknown","yes","to be checked","to be checked",NA,NA,"mlah1239","Mlahsö","jastrow2011turoyomlahso",NA,"KurdistanDB",NA,NA,NA
151,"mlah1239","t̠ʃ","unknown","yes","to be checked","to be checked",NA,NA,"mlah1239","Mlahsö","jastrow2011turoyomlahso",NA,"KurdistanDB",NA,NA,NA
151,"mlah1239","ʒ","unknown","yes","to be checked","to be checked",NA,NA,"mlah1239","Mlahsö","jastrow2011turoyomlahso",NA,"KurdistanDB",NA,NA,NA
152,"hebr1245","d̠ʒ","unknown","yes","new phoneme","no","Hebrew did not have affricates other than /ts/. Some sources include Arabic (dʒanana 'craze').",NA,"hebr1245","Modern Hebrew","schwarzwald2011modernhebrew",NA,"Elad Eisen",NA,NA,NA
152,"hebr1245","t̠ʃ","unknown","yes","new phoneme","no","Modern Hebrew did not have affricates other than /ts/. It does however have heteromorphemic affricate-like sequences, as in tʃma 'listen!'.",NA,"hebr1245","Modern Hebrew","schwarzwald2011modernhebrew",NA,"Elad Eisen",NA,NA,NA
152,"hebr1245","w","unknown","yes","new phoneme","no",NA,NA,"hebr1245","Modern Hebrew","schwarzwald2011modernhebrew",NA,"Elad Eisen",NA,NA,NA
152,"hebr1245","ʒ","unknown","yes","new phoneme","no",NA,NA,"hebr1245","Modern Hebrew","schwarzwald2011modernhebrew",NA,"Elad Eisen",NA,NA,NA
153,"mong1330","k","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'",NA,"mong1330","Mongolia Buriat","skribnik2003buryat",NA,"Eitan Grossman",NA,NA,NA
153,"mong1330","kʲ","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'",NA,"mong1330","Mongolia Buriat","skribnik2003buryat",NA,"Eitan Grossman",NA,NA,NA
153,"mong1330","p","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'",NA,"mong1330","Mongolia Buriat","skribnik2003buryat",NA,"Eitan Grossman",NA,NA,NA
153,"mong1330","pʲ","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'",NA,"mong1330","Mongolia Buriat","skribnik2003buryat",NA,"Eitan Grossman",NA,NA,NA
154,"mong1331","f","russ1263","yes","to be checked","to be checked","occurs with speakers who know Russian well. others substitute it with [pʰ]",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","k","russ1263","yes","to be checked","to be checked","occurs with speakers who know Russian well. others substitute it with [x]",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","ɬ","tibe1272","yes","to be checked","to be checked",NA,NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","ɮ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","ɮʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","pʰ","russ1263","yes","to be checked","to be checked",NA,NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","pʲʰ","russ1263","yes","to be checked","to be checked",NA,NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","r","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","rʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","w","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
154,"mong1331","wʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution",NA,"mong1331","Mongolian","svantesson2005mongolian",NA,"Elad Eisen",NA,NA,NA
156,"mudu1242","s","tokp1240","yes","new phoneme","no",NA,NA,"mudu1242","Muduapa","bachet2006muduapa",NA,"Einav Levanon",NA,NA,NA
157,"munj1244","q","dari1249","yes","other distributional change","unknown",NA,NA,"munj1244","Munji","williamson2017munji",NA,"Dmitry Nikolaev",NA,NA,NA
158,"musq1240","b","stan1293","yes","new phoneme","voicing","very uncommon, Musqueam originally did not have voicing distinction",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","d","chin1272","no","new phoneme","voicing","appears in onomatopeia, very uncommon",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","d̠ʒ","chin1272","yes","new phoneme","voicing","very uncommon, recorded only in one word /kindʒadʒ/ 'englishman'",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","f","stan1293","yes","new phoneme","no",NA,NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","ɣ","chin1272","yes","new phoneme","to be checked","very uncommon, exact phonetic articulation is not mentioned",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","k","chin1272, stan1293","yes","new phoneme","no","very uncommon, appears in two native words and in baby-talk",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
158,"musq1240","u","unknown","no","new phoneme","back vowels","phoneme appears mostly in loans, has no morphological role.",NA,"musq1240","Musqueam","suttles2004musqueam",NA,"NA",NA,NA,NA
159,"muss1246","ɡ","tokp1240","no","phonologization of allophone","no","uncommon. appears as allophone of /ɣ/ in native phonology",NA,"muss1246","Mussau-Emira","brownie2007mussau",NA,"Einav Levanon",NA,NA,NA
160,"sout2857","k","bisl1239","no","other distributional change","no","appears in coda position only in loan words and onomatopeia",NA,"sout2857","Nahavaq","dimock2009nahavaq",NA,"Einav Levanon",NA,NA,NA
161,"naka1262","n","kuan1248, tokp1240","yes","new phoneme","no",NA,NA,"naka1262","Nakanai","chowning2016nakanai",NA,"Einav Levanon",NA,NA,NA
161,"naka1262","ŋ","kuan1248, tokp1240","yes","new phoneme","no",NA,NA,"naka1262","Nakanai","chowning2016nakanai",NA,"Einav Levanon",NA,NA,NA
162,"nama1265","c","unknown","unknown","to be checked","to be checked","(loan,allo)",NA,"nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran",NA,155,NA
162,"nama1265","f","unknown","yes","to be checked","to be checked","(loan)",NA,"nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran",NA,155,NA
162,"nama1265","l","unknown","yes","to be checked","to be checked","(loan)",NA,"nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran",NA,155,NA
