"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
468,"siwa1245","l","tokp1240, stan1293","yes","new phoneme","lateral",NA,NA,"siwa1245","Motuna (Siwai)","onishi1994motuna",NA,"Einav Levanon",NA,NA,NA
468,"siwa1245","t̠ʃ","tokp1240, stan1293","yes","new phoneme","affricate","only phonemic affricate, phoneme /j/ has an affricate allophone [dʒ].",NA,"siwa1245","Motuna (Siwai)","onishi1994motuna",NA,"Einav Levanon",NA,NA,NA
469,"sout2883","f","ambo1250, stan1293","yes","new phoneme","labiodental","uncommon.",NA,"sout2883","Southeast Babar","steinhauer2009babar",NA,"Einav Levanon",NA,NA,NA
469,"sout2883","ɡ","ambo1250","yes","new phoneme","no","phonemes /b/ and /d/ are marginal hence voicing distinction can be considered confined to loans.",NA,"sout2883","Southeast Babar","steinhauer2009babar",NA,"Einav Levanon",NA,NA,NA
469,"sout2883","ŋ","ambo1250","yes","new phoneme","no",NA,NA,"sout2883","Southeast Babar","steinhauer2009babar",NA,"Einav Levanon",NA,NA,NA
469,"sout2883","s","ambo1250","yes","new phoneme","no",NA,NA,"sout2883","Southeast Babar","steinhauer2009babar",NA,"Einav Levanon",NA,NA,NA
470,"sumb1241","h","indo1316","yes","new phoneme","no","often dropped word initially.",NA,"sumb1241","Sumbawa","hayami1995sumbawa",NA,"Einav Levanon",NA,NA,NA
471,"sund1252","f","arab1395, stan1293, dutc1256","yes","new phoneme","labiodental",NA,NA,"sund1252","Sundanese","muller2001sundanese",NA,"Einav Levanon",NA,NA,NA
471,"sund1252","v","arab1395, stan1293, dutc1256","yes","new phoneme","labiodental",NA,NA,"sund1252","Sundanese","muller2001sundanese",NA,"Einav Levanon",NA,NA,NA
471,"sund1252","z","arab1395, stan1293, dutc1256","yes","new phoneme","no",NA,NA,"sund1252","Sundanese","muller2001sundanese",NA,"Einav Levanon",NA,NA,NA
472,"tagb1258","h","stan1288","yes","new phoneme","no",NA,NA,"tagb1258","Tagbanwa","hussey1965tagbanwa",NA,"Einav Levanon",NA,NA,NA
473,"taji1246","h","indo1316","mostly","new phoneme","no","uncommon.",NA,"taji1246","Tajio","mayani2013tajio",NA,"Einav Levanon",NA,NA,NA
473,"taji1246","t̠ʃ","indo1316","mostly","new phoneme","no",NA,NA,"taji1246","Tajio","mayani2013tajio",NA,"Einav Levanon",NA,NA,NA
474,"teop1238","l","unknown","yes","new phoneme","lateral",NA,NA,"teop1238","Teop","mosel2007teop",NA,"Einav Levanon",NA,NA,NA
474,"teop1238","ɸ","unknown","yes","new phoneme","no",NA,NA,"teop1238","Teop","mosel2007teop",NA,"Einav Levanon",NA,NA,NA
474,"teop1238","z","unknown","yes","new phoneme","no",NA,NA,"teop1238","Teop","mosel2007teop",NA,"Einav Levanon",NA,NA,NA
474,"teop1238","θ","unknown","yes","new phoneme","dental",NA,NA,"teop1238","Teop","mosel2007teop",NA,"Einav Levanon",NA,NA,NA
475,"tetu1245","d̠ʒ","kupa1239","yes","new phoneme","affricate","sometimes as [d].",NA,"tetu1245","Tetum","vanklinken1999fehan",NA,"Einav Levanon",NA,NA,NA
475,"tetu1245","ɡ","kupa1239","yes","new phoneme","no","sometimes as [k].",NA,"tetu1245","Tetum","vanklinken1999fehan",NA,"Einav Levanon",NA,NA,NA
475,"tetu1245","ŋ","kupa1239","yes","new phoneme","no","sometimes as [n], word finally.",NA,"tetu1245","Tetum","vanklinken1999fehan",NA,"Einav Levanon",NA,NA,NA
475,"tetu1245","p","kupa1239","yes","new phoneme","no","sometimes as [b].",NA,"tetu1245","Tetum","vanklinken1999fehan",NA,"Einav Levanon",NA,NA,NA
475,"tetu1245","t̠ʃ","kupa1239","yes","new phoneme","affricate",NA,NA,"tetu1245","Tetum","vanklinken1999fehan",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","ɡ","macr1272","yes","new phoneme","no",NA,NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","ʎ","macr1272","yes","new phoneme","no","commonly as [l].",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","ɲ","macr1272","yes","new phoneme","no","commonly as [n].",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","p","macr1272","yes","new phoneme","no",NA,NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","r","macr1272","yes","new phoneme","no","alternates with [ɾ].",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","ʃ","macr1272","yes","new phoneme","alveolo-palatal","commonly as [s].",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","v","macr1272","yes","new phoneme","no","sometimes as [b]",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","z","macr1272","yes","new phoneme","no","alternates with [ʒ]",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
476,"tetu1246","ʒ","macr1272","yes","new phoneme","alveolo-palatal","alternates with [z].",NA,"tetu1246","Tetun Dili","williams2002tetun",NA,"Einav Levanon",NA,NA,NA
477,"tido1248","ə","indo1316","yes","new phoneme","no","very uncommon, appears only in recent loans and by educated speakers. in most loanwords adapted as other vowel.",NA,"tido1248","Tidore","vanstaderi2000tidore",NA,"Einav Levanon",NA,NA,NA
477,"tido1248","ʔ","nort2828, arab1395","no","new phoneme","no","appears non-phonemically in native phonology.",NA,"tido1248","Tidore","vanstaderi2000tidore",NA,"Einav Levanon",NA,NA,NA
477,"tido1248","ʕ","arab1395","yes","new phoneme","pharyngeal","uncommon.",NA,"tido1248","Tidore","vanstaderi2000tidore",NA,"Einav Levanon",NA,NA,NA
478,"timu1262","ɾ","saba1263","no","phonologization of allophone","rhotic","allophone of /d/ in native phonology. many loanwords are pronounced according to native phonology. no minimal pairs. Source language: Sabah Malay",NA,"timu1262","Timugon Murut","prentice1971murut",NA,"Einav Levanon",NA,NA,NA
479,"tiri1258","c","xara1244, stan1293","mostly","new phoneme","no","uncommon. has a restricted distribution, in one case interchangable with /t/.",NA,"tiri1258","Tiri-Mea","osumi1995tirimea",NA,"Einav Levanon",NA,NA,NA
480,"toab1237","d̠ʒ","piji1239, stan1293","yes","new phoneme","affricate","all speakers are bilingual, unclear if appears only in code switching.",NA,"toab1237","To'abaita","lichtenberk2008toqabaqita",NA,"Einav Levanon",NA,NA,NA
480,"toab1237","h","piji1239, stan1293","yes","new phoneme","no","all speakers are bilingual, unclear if appears only in code switching.",NA,"toab1237","To'abaita","lichtenberk2008toqabaqita",NA,"Einav Levanon",NA,NA,NA
480,"toab1237","j","piji1239, stan1293","yes","new phoneme","palatal","all speakers are bilingual, unclear if appears only in code switching.",NA,"toab1237","To'abaita","lichtenberk2008toqabaqita",NA,"Einav Levanon",NA,NA,NA
480,"toab1237","p","piji1239, stan1293","yes","new phoneme","no","all speakers are bilingual, unclear if appears only in code switching.",NA,"toab1237","To'abaita","lichtenberk2008toqabaqita",NA,"Einav Levanon",NA,NA,NA
480,"toab1237","ʃ","stan1293","yes","new phoneme","no","unclear if appears only in code switching.",NA,"toab1237","To'abaita","lichtenberk2008toqabaqita",NA,"Einav Levanon",NA,NA,NA
481,"tobe1252","f","tern1247, nort2828, dutc1256","yes","new phoneme","labiodental",NA,NA,"tobe1252","Tobelo","holton2003tobelo",NA,"Einav Levanon",NA,NA,NA
481,"tobe1252","j","unknown","no","new phoneme","no","appears in two prefixes.",NA,"tobe1252","Tobelo","holton2003tobelo",NA,"Einav Levanon",NA,NA,NA
481,"tobe1252","s","tern1247, nort2828","yes","new phoneme","no","uncommon, usually Malay phoneme /s/ is adapted as /h/. there is a native phoneme /ɕ/.",NA,"tobe1252","Tobelo","holton2003tobelo",NA,"Einav Levanon",NA,NA,NA
481,"tobe1252","t̠ʃ","nort2828","yes","new phoneme","no",NA,NA,"tobe1252","Tobelo","holton2003tobelo",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","f","stan1306, stan1293","yes","new phoneme","labiodental","not native Malay phoneme, originally from Arabic.",NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","h","stan1306, stan1293","yes","new phoneme","no",NA,NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","q","stan1306","yes","new phoneme","uvular","not native Malay phoneme, originally from Arabic.",NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","t̠ʃ","stan1306, stan1293","yes","new phoneme","no",NA,NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","v","stan1306, stan1293","yes","new phoneme","labiodental","not native Malay phoneme.",NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","x","stan1306","yes","new phoneme","no","not native Malay phoneme, originally from Arabic.",NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
482,"tobi1239","z","stan1306, stan1293","yes","new phoneme","no","not native Malay phoneme, originally from Arabic and English.",NA,"tobi1239","Tobilung","tobisa2010tobilung",NA,"Einav Levanon",NA,NA,NA
483,"tsou1248","d̠ʒ","nucl1643","yes","new phoneme","no",NA,NA,"tsou1248","Tsou","tsuchida1975tsouic",NA,"Einav Levanon",NA,NA,NA
483,"tsou1248","ɾ","nucl1643","yes","new phoneme","no",NA,NA,"tsou1248","Tsou","tsuchida1975tsouic",NA,"Einav Levanon",NA,NA,NA
484,"tuam1242","ʔ","tahi1242","mostly","new phoneme","no","appears non phonenically before word initial vowels. fluctuates with /k/ and /ŋ/ in Tahitian cognate words with a glottal stop.",NA,"tuam1242","Tuamotuan","kuki1970tuamotuan",NA,"Einav Levanon",NA,NA,NA
485,"tugu1245","b","indo1316","yes","new phoneme","no","appears epenthetically (between /m/ and /r/) in one native word.",NA,"tugu1245","Tugun","hinton1991tugun",NA,"Einav Levanon",NA,NA,NA
485,"tugu1245","d","indo1316","yes","new phoneme","no",NA,NA,"tugu1245","Tugun","hinton1991tugun",NA,"Einav Levanon",NA,NA,NA
486,"tuka1248","b","ambo1250, indo1316","yes","new phoneme","no",NA,NA,"tuka1248","Tukang Besi North","donohue1999tukangbesi",NA,"Einav Levanon",NA,NA,NA
486,"tuka1248","d","ambo1250, indo1316","yes","new phoneme","no",NA,NA,"tuka1248","Tukang Besi North","donohue1999tukangbesi",NA,"Einav Levanon",NA,NA,NA
486,"tuka1248","d̠ʒ","ambo1250, indo1316","yes","new phoneme","affricate","sometimes as [d] or [z].",NA,"tuka1248","Tukang Besi North","donohue1999tukangbesi",NA,"Einav Levanon",NA,NA,NA
486,"tuka1248","n̺d̺z̺","ambo1250, indo1316","yes","new phoneme","affricate","suspest loan.",NA,"tuka1248","Tukang Besi North","donohue1999tukangbesi",NA,"Einav Levanon",NA,NA,NA
486,"tuka1248","t̠ʃ","ambo1250, indo1316","yes","new phoneme","affricate","sometimes as [s].",NA,"tuka1248","Tukang Besi North","donohue1999tukangbesi",NA,"Einav Levanon",NA,NA,NA
487,"unua1237","l","bisl1239","mostly","new phoneme","lateral","Appears in names and in one allegedly native word.",NA,"unua1237","Unua","pearce2015unua",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","e","sout2746","no","other distributional change","no","appears contrastively in native words only in closed final syllables.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","ɛ","sout2746","no","other distributional change","no","appears contrastively in native words only in closed final syllables.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","kʰ","sout2746","mostly","new phoneme","aspiration","some cases of aspiration in native words are derived from historical *Cəh.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","o","sout2746","no","other distributional change","no","appears contrastively in native words only in closed final syllables.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","ɔ","sout2746","no","other distributional change","no","appears contrastively in native words only in closed final syllables.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","pʰ","sout2746","mostly","new phoneme","aspiration","some cases of aspiration in native words are derived from historical *Cəh.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","tʰ","sout2746","mostly","new phoneme","aspiration","some cases of aspiration in native words are derived from historical *Cəh.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
488,"urak1238","t̠ʃʰ","sout2746","mostly","new phoneme","aspiration","some cases of aspiration in native words are derived from historical *Cəh.",NA,"urak1238","Urak Lawoi'","steinhauer2008urak",NA,"Einav Levanon",NA,NA,NA
489,"vinm1237","k","bisl1239","no","other distributional change","no","appears in one native root and in one verbal prefix (second person singular irrealis).",NA,"vinm1237","Neve'ei","musgrave2007neveei",NA,"Einav Levanon",NA,NA,NA
490,"vure1239","ʊ","bisl1239, mota1237","mostly","new phoneme","no","uncommon. in Bislama loanwords /u/ may be borrowed as phonemes /y/, /o/ or /ʊ/.",NA,"vure1239","Vurës","malau2016vures",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","ʎ","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [l, il].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","ɲ","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [n, in].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","r","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [ɾ].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","ʃ","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [s].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","v","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [b].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","z","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [d].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
491,"waim1252","ʒ","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [d, z].",NA,"waim1252","Waima'a","hull2002waimaha",NA,"Einav Levanon",NA,NA,NA
492,"wamb1259","b","papu1250","yes","new phoneme","voicing","no obvious voicing distinction appears in native phonology. in the case of plosives, it seems that the distinctive feature is prenasalisation rather than voicing.",NA,"wamb1259","Wambon","vries1992wambon",NA,"Einav Levanon",NA,NA,NA
492,"wamb1259","f","indo1316","yes","new phoneme","labiodental","not a native Indonesian phoneme. originally from Arabic and Dutch.",NA,"wamb1259","Wambon","vries1992wambon",NA,"Einav Levanon",NA,NA,NA
492,"wamb1259","ɡ","papu1250","yes","new phoneme","voicing","no obvious voicing distinction appears in native phonology. in the case of plosives, it seems that the distinctive feature is prenasalisation rather than voicing.",NA,"wamb1259","Wambon","vries1992wambon",NA,"Einav Levanon",NA,NA,NA
492,"wamb1259","n̠d̠ʒ","papu1250","yes","new phoneme","no","there is an sffricate phoneme /dʒ/, prenasalisation is distinctive.",NA,"wamb1259","Wambon","vries1992wambon",NA,"Einav Levanon",NA,NA,NA
492,"wamb1259","t̠ʃ","papu1250","yes","new phoneme","no",NA,NA,"wamb1259","Wambon","vries1992wambon",NA,"Einav Levanon",NA,NA,NA
493,"wand1267","d̠ʒ","papu1250","yes","new phoneme","affricate","appears as [di] in established loanwords.",NA,"wand1267","Wandamen","gasser2014windesi",NA,"Einav Levanon",NA,NA,NA
493,"wand1267","ɡ","papu1250","no","other distributional change","no","appears in native phonology only as part of [ŋg] cluster",NA,"wand1267","Wandamen","gasser2014windesi",NA,"Einav Levanon",NA,NA,NA
493,"wand1267","l","papu1250","yes","new phoneme","lateral","appears as [r] in established loanwords.",NA,"wand1267","Wandamen","gasser2014windesi",NA,"Einav Levanon",NA,NA,NA
494,"west2600","ə","indo1316","yes","new phoneme","no",NA,NA,"west2600","West Makian","voorhoeve1982westmakian",NA,"Einav Levanon",NA,NA,NA
494,"west2600","ɲ","indo1316","no","new phoneme","no","appears in one native word (a numeral).",NA,"west2600","West Makian","voorhoeve1982westmakian",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","b","indo1316, arab1395, dutc1256","yes","new phoneme","no",NA,NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","d","indo1316, arab1395, dutc1256","yes","new phoneme","no",NA,NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","f","indo1316, arab1395, dutc1256","yes","new phoneme","labiodental","not a native Malay phoneme, originally from Arabic.",NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","j","indo1316, arab1395, dutc1256","yes","new phoneme","approximant",NA,NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","ɲ","indo1316","yes","new phoneme","no",NA,NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","ɲɟ","indo1316","yes","new phoneme","no","Malay /dʒ/. prenasalisation is not phonemeic in Malay but is in Wolio",NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
495,"woli1241","z","indo1316, arab1395, dutc1256","yes","new phoneme","no","not a native Malay phoneme, originally from Arabic.",NA,"woli1241","Wolio","vandenberg2008wolio",NA,"Einav Levanon",NA,NA,NA
496,"wotu1240","ə","indo1316","mostly","new phoneme","no","schwa appears in native words but in not contrastive.",NA,"wotu1240","Wotu","mead2013wotu",NA,"Einav Levanon",NA,NA,NA
496,"wotu1240","n̠d̠ʒ","indo1316","yes","new phoneme","no",NA,NA,"wotu1240","Wotu","mead2013wotu",NA,"Einav Levanon",NA,NA,NA
496,"wotu1240","ʔ","indo1316","yes","new phoneme","glottal",NA,NA,"wotu1240","Wotu","mead2013wotu",NA,"Einav Levanon",NA,NA,NA
497,"wutu1244","k","tokp1240","yes","new phoneme","velar","there is a labial-velar approximant phoneme /w/. Other source languages too",NA,"wutu1244","Wutung","marmion2010wutung",NA,"Einav Levanon",NA,NA,NA
497,"wutu1244","β","tokp1240","no","phonologization of allophone","no","allophone of /w/ in native phonology.",NA,"wutu1244","Wutung","marmion2010wutung",NA,"Einav Levanon",NA,NA,NA
498,"yabe1254","h","unknown","yes","new phoneme","no",NA,NA,"yabe1254","Yabem","ross2002yabem, ross1993tonogenesis",NA,"Einav Levanon",NA,NA,NA
499,"yape1248","d̠ʒ","nucl1643","yes","new phoneme","no","maybe [ɟ]. has an allophone [ʒ]. native phoneme /d/ has a palatalized allophone. Source language: Japanese?",NA,"yape1248","Yapese","jensen1977yapese",NA,"Einav Levanon",NA,NA,NA
499,"yape1248","h","nucl1643, ulit1238","yes","new phoneme","no","uncommon, Ulithian example given is originally a spanish loanword.",NA,"yape1248","Yapese","jensen1977yapese",NA,"Einav Levanon",NA,NA,NA
500,"yaum1237","l","tokp1240","no","phonologization of allophone","lateral","allophone of /r/ in native phonology, especially common in baby talk.",NA,"yaum1237","Yau","sarvasy2017nungon",NA,"Einav Levanon",NA,NA,NA
